gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000143515,8702.197148,0.067140601,0.192812363,0.348217301,0.727676996,0.906849571
ENSG00000176155,477.7885887,0.056463778,0.162188676,0.348136377,0.727737766,0.906849571
ENSG00000188559,294.6750046,-0.066251696,0.190271614,-0.348195375,0.727693461,0.906849571
ENSG00000204463,357.2910696,-0.340570939,0.977468959,-0.348421232,0.727523859,0.906849571
ENSG00000170049,29.47464222,-0.140871128,0.405094655,-0.347748672,0.72802894,0.906942298
ENSG00000196456,102.8888482,-0.088271597,0.253744643,-0.347875708,0.727933529,0.906942298
ENSG00000243678,4231.741562,0.063022451,0.181230347,0.347747778,0.728029611,0.906942298
ENSG00000278326,47.02294005,0.169542774,0.487580788,0.347722425,0.728048654,0.906942298
ENSG00000170949,772.0297012,0.059956383,0.172541674,0.347489285,0.728223767,0.907086782
ENSG00000140505,10.02201038,-0.22573712,0.649982742,-0.347297098,0.728368131,0.907192945
ENSG00000111011,1226.681281,-0.048555828,0.140209674,-0.346308689,0.72911074,0.907303083
ENSG00000114686,837.9892037,-0.044466357,0.128470999,-0.346119808,0.729252678,0.907303083
ENSG00000121064,2697.442,-0.050023528,0.144128253,-0.347076487,0.728533857,0.907303083
ENSG00000132196,104.9937378,0.091026987,0.263005271,0.346103279,0.729265099,0.907303083
ENSG00000139323,270.8894738,0.052480639,0.151494189,0.346420146,0.729026987,0.907303083
ENSG00000147010,1572.724601,-0.055777934,0.161171851,-0.346077394,0.729284552,0.907303083
ENSG00000148291,65.44252619,0.080791685,0.233082765,0.346622303,0.728875088,0.907303083
ENSG00000152683,721.1914254,0.035715668,0.103122956,0.346340613,0.72908675,0.907303083
ENSG00000169641,1514.937636,-0.061916806,0.178682573,-0.34651844,0.728953129,0.907303083
ENSG00000172053,3424.997841,-0.042535717,0.122754243,-0.346511177,0.728958586,0.907303083
ENSG00000183808,463.8163201,0.069782257,0.201118803,0.34697033,0.728613609,0.907303083
ENSG00000198060,711.1813383,0.050751387,0.146415252,0.346626366,0.728872036,0.907303083
ENSG00000213590,19.53209576,0.136658478,0.394388623,0.34650715,0.728961612,0.907303083
ENSG00000281024,65.44252619,0.080791685,0.233082765,0.346622303,0.728875088,0.907303083
ENSG00000055147,523.2467365,0.041111889,0.118939135,0.34565485,0.72960212,0.907357208
ENSG00000095906,500.3531421,0.059406766,0.171823584,0.345742792,0.729536022,0.907357208
ENSG00000130830,294.6884969,-0.050170646,0.145074165,-0.345827572,0.729472303,0.907357208
ENSG00000143776,2466.20124,0.036496913,0.105513846,0.345896909,0.729420192,0.907357208
ENSG00000178381,176.5195636,0.055992806,0.162004022,0.345626022,0.729623787,0.907357208
ENSG00000144840,399.1395643,0.054092945,0.156583893,0.345456634,0.729751107,0.907433346
ENSG00000176261,235.2291432,0.060443958,0.175003479,0.345387181,0.729803313,0.907433346
ENSG00000124251,12.53605042,0.181312873,0.525320098,0.345147413,0.729983551,0.907510344
ENSG00000148187,406.6654139,-0.060664972,0.17573853,-0.34520018,0.729943884,0.907510344
ENSG00000125844,12008.93261,0.058274137,0.168907478,0.345006255,0.730089668,0.907566597
ENSG00000149532,1243.426279,-0.044082764,0.127831282,-0.344851148,0.730206278,0.907566597
ENSG00000167972,138.7748103,0.179378233,0.520066755,0.344913862,0.730159129,0.907566597
ENSG00000185761,429.6827161,0.115325911,0.334505197,0.344765679,0.730270537,0.907572935
ENSG00000175691,43.13826902,-0.116399111,0.337842077,-0.344537046,0.730442441,0.90771304
ENSG00000134602,62.00184754,0.127047067,0.369325051,0.343997966,0.730847816,0.907924999
ENSG00000152382,114.6145634,0.061791874,0.179592455,0.344067206,0.730795745,0.907924999
ENSG00000170961,407.5222675,-0.116126281,0.337580901,-0.343995412,0.730849737,0.907924999
ENSG00000172663,259.020724,-0.047637724,0.138390581,-0.344226635,0.730675853,0.907924999
ENSG00000224313,35.58311825,-0.197605984,0.575130478,-0.343584615,0.731158696,0.908083025
ENSG00000225682,35.58311825,-0.197605984,0.575130478,-0.343584615,0.731158696,0.908083025
ENSG00000234798,35.58311825,-0.197605984,0.575130478,-0.343584615,0.731158696,0.908083025
ENSG00000243753,57.16405366,-0.109665577,0.319248663,-0.343511468,0.731213715,0.908083025
ENSG00000122643,246.9018555,0.067529582,0.196675616,0.343355133,0.731331308,0.908155545
ENSG00000174938,586.7864963,0.091333478,0.266324596,0.342940453,0.731643258,0.908469383
ENSG00000253910,377.8190609,0.189849447,0.55375585,0.342839624,0.731719115,0.90849004
ENSG00000107099,23.18796377,0.175572536,0.512387281,0.342655921,0.731857328,0.908530902
ENSG00000142609,14.39789449,-0.174893034,0.510430259,-0.342638452,0.731870471,0.908530902
ENSG00000204348,77.12448305,-0.166059878,0.485273595,-0.342198462,0.732201543,0.908794811
ENSG00000260428,9.042087196,0.217149468,0.634449624,0.342264318,0.732151986,0.908794811
ENSG00000092531,1211.605305,0.066596771,0.194746495,0.341966465,0.73237613,0.908876679
ENSG00000255757,32.02903457,-0.123097921,0.359984534,-0.34195336,0.732385992,0.908876679
ENSG00000167840,81.26107891,0.07499051,0.219376522,0.341834711,0.732475286,0.908913966
ENSG00000183793,32.82041391,-0.140870166,0.412269599,-0.341694285,0.732580974,0.908971588
ENSG00000095066,229.0523321,-0.09646288,0.282472465,-0.341494806,0.732731114,0.909010838
ENSG00000137413,416.7851706,-0.044715304,0.13092574,-0.341531801,0.732703269,0.909010838
ENSG00000179409,530.2548476,0.069495561,0.203809608,0.340982749,0.733116568,0.909415483
ENSG00000104731,263.5327635,-0.073784686,0.216483652,-0.340832599,0.733229608,0.909482165
ENSG00000137860,13.77870636,-0.265337046,0.778977908,-0.340622042,0.733388134,0.909535462
ENSG00000213453,10.79253234,0.191804557,0.563107466,0.340618032,0.733391152,0.909535462
ENSG00000180329,289.9986373,-0.052644248,0.154609201,-0.340498804,0.733480923,0.909573263
ENSG00000065328,10.87243659,0.220989146,0.649587342,0.340199279,0.733706461,0.909683606
ENSG00000146826,225.1786994,0.087327571,0.256915192,0.339908164,0.733925688,0.909683606
ENSG00000156603,211.0840866,-0.050460796,0.14842086,-0.339984531,0.733868177,0.909683606
ENSG00000160214,289.6443783,-0.067556141,0.198723922,-0.339949719,0.733894393,0.909683606
ENSG00000179119,635.5466753,0.063007516,0.185221411,0.340174042,0.733725465,0.909683606
ENSG00000179761,19.09633938,0.19009627,0.559086902,0.340012026,0.733847471,0.909683606
ENSG00000104897,574.4834319,-0.046506266,0.136852109,-0.339828636,0.733985582,0.909684344
ENSG00000171224,11.94847631,-0.25490223,0.750581004,-0.339606557,0.73415284,0.909818137
ENSG00000102003,27.02272439,0.133941027,0.394846104,0.339223372,0.734441464,0.910051836
ENSG00000102172,1209.70921,-0.065410281,0.192847133,-0.339182025,0.73447261,0.910051836
ENSG00000139651,826.8626375,-0.042680832,0.125857631,-0.339119935,0.734519381,0.910051836
ENSG00000060971,742.5037804,0.048685635,0.143770938,0.338633352,0.734885954,0.910360207
ENSG00000099381,561.93987,0.039905763,0.117844033,0.338632021,0.734886957,0.910360207
ENSG00000174444,30540.65065,-0.050434215,0.148978952,-0.338532487,0.73496195,0.910379594
ENSG00000236011,25.57295853,1.018896428,3.011114792,0.338378474,0.735077994,0.910449823
ENSG00000164163,1134.009406,0.054935562,0.16244604,0.338177296,0.735229584,0.910564064
ENSG00000077782,15955.01168,0.033188127,0.098198147,0.337971017,0.735385029,0.910683059
ENSG00000112592,214.4076968,0.067196624,0.199051006,0.337584953,0.735675983,0.910896308
ENSG00000114446,837.6123807,-0.040968515,0.121330887,-0.337659406,0.735619869,0.910896308
ENSG00000162086,274.5913614,-0.065306674,0.19357706,-0.337367839,0.735839626,0.911025397
ENSG00000141959,3254.020929,0.058134139,0.172441562,0.337123712,0.736023643,0.911179689
ENSG00000075643,229.1775275,0.092255964,0.274432853,0.336169532,0.736743027,0.911241428
ENSG00000105968,1399.356441,-0.044339058,0.131945569,-0.336040523,0.736840309,0.911241428
ENSG00000109381,771.389104,-0.039228106,0.116737253,-0.336037597,0.736842515,0.911241428
ENSG00000129691,710.4493795,-0.034700402,0.103186459,-0.336288326,0.736653452,0.911241428
ENSG00000132017,195.8179034,-0.058795513,0.174995171,-0.33598363,0.736883211,0.911241428
ENSG00000165731,12.29355023,-0.230039448,0.684733729,-0.335954602,0.736905101,0.911241428
ENSG00000166971,445.9609676,0.043011682,0.127672922,0.336889618,0.736200112,0.911241428
ENSG00000169955,188.7722107,-0.063785429,0.189629551,-0.336368611,0.736592917,0.911241428
ENSG00000171812,573.1598921,0.175499391,0.521092145,0.336791472,0.736274102,0.911241428
ENSG00000183943,263.5597798,-0.073187965,0.217833838,-0.335980698,0.736885422,0.911241428
ENSG00000197841,255.9460725,-0.062775936,0.186732764,-0.336180619,0.736734667,0.911241428
ENSG00000198963,42.28061167,0.286413784,0.851887059,0.336210981,0.736711773,0.911241428
ENSG00000256060,81.60573852,0.072747857,0.216473008,0.336059714,0.736825837,0.911241428
ENSG00000283028,10.40438822,-0.171127145,0.508414083,-0.336590096,0.736425923,0.911241428
ENSG00000168916,531.5904558,-0.118649608,0.353453947,-0.335686187,0.737107523,0.911418273
ENSG00000066654,757.1874218,-0.030503182,0.0909249,-0.335476666,0.737265543,0.911540192
ENSG00000016864,1582.099187,0.052507185,0.156831059,0.334800935,0.737775255,0.911729514
ENSG00000118307,10.59570724,0.205874572,0.614754032,0.33488934,0.737708564,0.911729514
ENSG00000141569,339.8784884,0.048315783,0.144229718,0.334991874,0.737631216,0.911729514
ENSG00000147419,945.3302487,-0.056825627,0.169710885,-0.334837844,0.737747411,0.911729514
ENSG00000197238,12.21625719,-0.303043241,0.905128928,-0.334806713,0.737770896,0.911729514
ENSG00000204941,1440.564432,-0.465178538,1.388575355,-0.335004173,0.737621938,0.911729514
ENSG00000067182,3916.068156,0.040187591,0.120147858,0.334484457,0.738014017,0.911951111
ENSG00000132763,121.9328348,-0.076393539,0.228613936,-0.334159588,0.738259137,0.912180527
ENSG00000149531,120.4549725,0.076972964,0.230422226,0.334051822,0.738340454,0.912207531
ENSG00000131013,685.0252821,-0.044578331,0.133558277,-0.333774378,0.738549819,0.912392718
ENSG00000057757,499.9628,-0.041901161,0.125575747,-0.333672399,0.73862678,0.912414319
ENSG00000013374,1474.781228,0.055509083,0.166639947,0.333107902,0.739052835,0.912753072
ENSG00000105639,78.33081325,0.125333523,0.376581097,0.332819477,0.739270555,0.912753072
ENSG00000130725,674.3023257,0.035486341,0.106594081,0.332910986,0.739201476,0.912753072
ENSG00000139174,668.3249616,0.050671275,0.152310798,0.332683408,0.739373275,0.912753072
ENSG00000156411,686.6504043,-0.042851469,0.128807456,-0.332678485,0.739376992,0.912753072
ENSG00000164296,170.446661,0.069434876,0.208603617,0.332855573,0.739243307,0.912753072
ENSG00000173272,386.8684398,0.051409015,0.154490475,0.332764947,0.73931172,0.912753072
ENSG00000198894,315.9558396,0.059138287,0.177486526,0.333198744,0.738984266,0.912753072
ENSG00000105011,13.60975647,0.177429821,0.534070993,0.332221415,0.739722074,0.912886013
ENSG00000129187,1979.408633,-0.036971872,0.111313526,-0.332141769,0.739782212,0.912886013
ENSG00000138670,11.47405329,0.229529046,0.691055457,0.332142731,0.739781486,0.912886013
ENSG00000177888,566.7899063,0.043022778,0.129442816,0.332368988,0.739610653,0.912886013
ENSG00000197614,1284.407237,0.263305384,0.792266172,0.3323446,0.739629066,0.912886013
ENSG00000134748,474.3814468,-0.045942303,0.138389957,-0.331977149,0.739906514,0.912892539
ENSG00000144580,538.1408447,0.043007605,0.129546467,0.331985937,0.739899878,0.912892539
ENSG00000276578,43.1763416,-0.166868084,0.50290186,-0.331810433,0.740032406,0.912974438
ENSG00000181555,1613.000118,0.032246418,0.097215057,0.331701891,0.740114373,0.913002138
ENSG00000151176,5078.545413,0.036456028,0.109936989,0.331608389,0.740184984,0.913015827
ENSG00000158604,1232.751207,0.033908082,0.102317788,0.331399682,0.740342605,0.913063422
ENSG00000213928,872.1293807,0.03881012,0.117097793,0.331433405,0.740317136,0.913063422
ENSG00000059377,16.53705162,0.199907552,0.603546631,0.331221387,0.740477267,0.913156089
ENSG00000204977,555.3809595,0.043919956,0.132725239,0.330908851,0.740713336,0.913373787
ENSG00000118276,54.57722197,-0.199564997,0.604085306,-0.330358965,0.741128744,0.913812575
ENSG00000070367,1539.126896,-0.041929848,0.127110239,-0.329869949,0.741498231,0.914008802
ENSG00000136044,2484.083203,-0.074212981,0.225055536,-0.32975408,0.741585787,0.914008802
ENSG00000137101,56.23935425,-0.096625366,0.292959899,-0.329824548,0.741532538,0.914008802
ENSG00000143297,25.16721285,0.160012939,0.485050289,0.32988938,0.741483548,0.914008802
ENSG00000163002,81.39197083,0.087447631,0.265031025,0.329952432,0.741435905,0.914008802
ENSG00000069943,293.3757643,-0.061561471,0.18674068,-0.329662885,0.741654701,0.914020306
ENSG00000236649,45.67736715,0.183287077,0.55633449,0.329454816,0.741811941,0.914140652
ENSG00000182712,108.0926813,0.0773888,0.234976433,0.329347072,0.741893368,0.914167564
ENSG00000003393,860.8598024,0.054891935,0.166834696,0.329019902,0.742140645,0.914398815
ENSG00000078295,35.34841437,0.256699957,0.780918238,0.328715536,0.74237071,0.914608823
ENSG00000161618,276.9410635,0.061180872,0.186193694,0.328587239,0.742467695,0.914616228
ENSG00000225345,17.44628655,-0.141401249,0.430379892,-0.32854985,0.742495959,0.914616228
ENSG00000172915,325.3194257,-0.086534041,0.26348711,-0.328418497,0.742595259,0.914665104
ENSG00000115414,329280.3602,0.087863768,0.267658726,0.328267899,0.742709113,0.914731897
ENSG00000131503,1299.645164,0.036189494,0.110289418,0.328132058,0.742811816,0.914784946
ENSG00000176018,547.0293852,-0.039807243,0.121370511,-0.327981174,0.742925897,0.914851997
ENSG00000234114,13.17327983,-0.499352025,1.523276663,-0.3278144,0.743051999,0.91493384
ENSG00000008283,526.5599231,0.04612052,0.140844948,0.327455975,0.743323036,0.915194116
ENSG00000115234,2037.827121,0.033380591,0.102024387,0.327182468,0.743529881,0.91530187
ENSG00000274746,37.6382249,-0.162964094,0.498007685,-0.327232088,0.743492353,0.91530187
ENSG00000236829,14.37092791,-0.15269225,0.466810948,-0.327096548,0.743594862,0.915308416
ENSG00000177576,393.7971272,-0.085985614,0.263084683,-0.32683626,0.743791733,0.915477293
ENSG00000172071,525.4550314,0.05370548,0.164445849,0.32658459,0.743982101,0.915638139
ENSG00000127957,62.2564841,-0.07344133,0.225492823,-0.325692537,0.744656991,0.915716028
ENSG00000129460,249.7117545,0.045991823,0.140991338,0.326203184,0.744270633,0.915716028
ENSG00000139304,179.3390732,-0.186929514,0.573735041,-0.325811569,0.744566925,0.915716028
ENSG00000164904,1082.653776,0.056962705,0.17481212,0.325851007,0.744537085,0.915716028
ENSG00000166261,149.5133667,-0.052967111,0.162485483,-0.325980573,0.744439054,0.915716028
ENSG00000171735,283.9392648,0.039410872,0.120959864,0.325817757,0.744562243,0.915716028
ENSG00000175426,15.5875681,0.217415396,0.667201484,0.325861679,0.74452901,0.915716028
ENSG00000175449,27.56742892,0.121238614,0.372316646,0.325633074,0.744701986,0.915716028
ENSG00000184923,69.88989719,-0.226525161,0.695411211,-0.325742751,0.744618996,0.915716028
ENSG00000217801,19.99775242,0.165105005,0.506551197,0.325939423,0.744470188,0.915716028
ENSG00000261796,653.8148672,-0.09547427,0.292881335,-0.325982776,0.744437387,0.915716028
ENSG00000146729,664.7738193,-0.03635222,0.111679706,-0.325504256,0.744799462,0.915739134
ENSG00000224837,60.00882224,0.087288279,0.268207564,0.325450473,0.744840161,0.915739134
ENSG00000255339,37.46115295,-0.165897962,0.510098248,-0.325227468,0.745008921,0.915873216
ENSG00000079482,337.5034609,-0.039852749,0.122777574,-0.324593064,0.745489077,0.916155549
ENSG00000125149,336.1648917,-0.043641413,0.134376707,-0.324769182,0.74535577,0.916155549
ENSG00000184831,72.44881332,-0.094824293,0.29224048,-0.324473505,0.745579578,0.916155549
ENSG00000224143,50.14849224,-0.156997182,0.483886209,-0.324450623,0.745596899,0.916155549
ENSG00000269001,15.6231153,-0.136711182,0.421141764,-0.324620339,0.745468432,0.916155549
ENSG00000277304,29.37764713,0.160746709,0.495027414,0.324722843,0.745390844,0.916155549
ENSG00000142166,2222.46822,-0.03236954,0.099867055,-0.324126313,0.745842407,0.916383819
ENSG00000081019,362.8564555,0.044704135,0.138099959,0.32370853,0.746158712,0.91648055
ENSG00000139637,516.4239134,0.032751026,0.101258674,0.323439218,0.746362632,0.91648055
ENSG00000175899,23497.82627,0.276464251,0.853461357,0.323932945,0.745988801,0.91648055
ENSG00000177302,348.8416587,0.052722219,0.163000839,0.323447533,0.746356336,0.91648055
ENSG00000181404,213.9079536,-0.057852623,0.178853376,-0.323463969,0.746343891,0.91648055
ENSG00000198546,237.3871771,0.056936228,0.176059966,0.323391111,0.746399061,0.91648055
ENSG00000248632,38.57128815,0.136188916,0.420967742,0.3235139,0.746306082,0.91648055
ENSG00000275695,8.904277091,0.258743821,0.799570816,0.323603384,0.746238326,0.91648055
ENSG00000171428,83.90649752,0.073950987,0.228947845,0.323003639,0.746692486,0.916767461
ENSG00000163596,150.2698903,-0.083966062,0.260161077,-0.322746443,0.746887276,0.916859863
ENSG00000172638,5912.525482,-0.071016471,0.220013318,-0.322782599,0.746859892,0.916859863
ENSG00000085514,31.10674228,0.17502083,0.54243013,0.322660598,0.746952295,0.916866312
ENSG00000198720,285.617202,0.077882467,0.241476975,0.322525437,0.74705467,0.916918609
ENSG00000106004,142.3982044,-0.092929755,0.288468593,-0.322148606,0.747340117,0.917090669
ENSG00000141837,255.8692262,-0.191105583,0.593054179,-0.322239671,0.747271133,0.917090669
ENSG00000167774,13.72880543,-0.890558669,2.765519862,-0.322022156,0.74743591,0.917090669
ENSG00000178229,61.92029895,-0.068403492,0.212469023,-0.321945716,0.747493819,0.917090669
ENSG00000276840,15.66269571,-0.201504532,0.62604927,-0.32186689,0.747553537,0.917090669
ENSG00000278119,80.77808082,0.109452337,0.339948981,0.32196695,0.747477732,0.917090669
ENSG00000090316,1241.093555,-0.032684955,0.101619429,-0.321640808,0.747724825,0.917130019
ENSG00000167118,883.3043394,0.056663034,0.176169091,0.321640042,0.747725405,0.917130019
ENSG00000229689,120.8140308,-0.080931598,0.251662499,-0.321587834,0.747764962,0.917130019
ENSG00000123453,36.93947591,-0.18371293,0.571927084,-0.321217399,0.748045648,0.91723505
ENSG00000175309,588.6952501,-0.044000546,0.137076323,-0.320993045,0.748215662,0.91723505
ENSG00000188167,19.59894947,0.122236139,0.380780179,0.321014974,0.748199043,0.91723505
ENSG00000196873,157.2932288,0.120755169,0.376100331,0.321071691,0.748156063,0.91723505
ENSG00000225031,29.73389049,-0.149116767,0.464403623,-0.321093031,0.748139891,0.91723505
ENSG00000228177,83.30423309,0.574570117,1.790370332,0.320922497,0.748269125,0.91723505
ENSG00000228330,11.77693974,0.154757869,0.481925595,0.321123989,0.748116432,0.91723505
ENSG00000007933,877.8057407,0.313996094,0.978772381,0.320806042,0.74835738,0.917250772
ENSG00000106100,250.5206486,0.060215303,0.187872743,0.320511116,0.748580905,0.917250772
ENSG00000146733,206.9376455,-0.095665284,0.298381786,-0.320613686,0.748503165,0.917250772
ENSG00000173653,131.3561108,0.068536373,0.213833479,0.320512827,0.748579609,0.917250772
ENSG00000277957,9.837520708,-0.500821669,1.562324501,-0.320561873,0.748542435,0.917250772
ENSG00000071894,1640.596091,0.074324903,0.231988345,0.320382057,0.748678726,0.917293227
ENSG00000141873,327.6262099,0.049397868,0.154241606,0.320262925,0.748769026,0.917293227
ENSG00000181924,355.0616513,0.062494711,0.195156467,0.320228745,0.748794934,0.917293227
ENSG00000097021,522.9447481,-0.034598952,0.108259586,-0.319592501,0.74927726,0.917380361
ENSG00000130758,193.0788995,0.078035319,0.243907514,0.319938152,0.749015215,0.917380361
ENSG00000149201,9.024566722,-0.207233395,0.648145012,-0.319733071,0.749170688,0.917380361
ENSG00000167397,2170.894824,0.033780028,0.105700413,0.319582744,0.749284657,0.917380361
ENSG00000198089,211.287936,0.045164663,0.141300533,0.319635476,0.749244678,0.917380361
ENSG00000205544,259.8881228,-0.04303636,0.134542114,-0.319872782,0.749064772,0.917380361
ENSG00000232938,70.09130573,-0.169127787,0.529091668,-0.319656872,0.749228457,0.917380361
ENSG00000125445,425.0789211,0.050620638,0.158516592,0.319339681,0.749468946,0.917386348
ENSG00000132465,44.97110377,-0.198355419,0.621054401,-0.319384935,0.749434633,0.917386348
ENSG00000198743,760.3591946,-0.084311821,0.263929759,-0.319447953,0.749386853,0.917386348
ENSG00000076258,118.4904507,-0.104262569,0.326904571,-0.318938854,0.749772881,0.917422218
ENSG00000104213,325.1345165,0.120272252,0.377170945,0.318879951,0.749817548,0.917422218
ENSG00000109929,447.2260475,0.052050334,0.163257448,0.318823642,0.749860249,0.917422218
ENSG00000119705,281.808002,0.050439267,0.158177753,0.318877126,0.74981969,0.917422218
ENSG00000167100,88.39070305,-0.139073476,0.436310332,-0.318748987,0.749916865,0.917422218
ENSG00000183091,19.31148359,0.152034313,0.476341183,0.319171045,0.749596812,0.917422218
ENSG00000275591,11.22305286,-0.182635477,0.572372324,-0.319085095,0.749661986,0.917422218
ENSG00000276068,76.66041696,-0.195570525,0.613866202,-0.318588195,0.750038806,0.917498232
ENSG00000038219,2386.284604,0.04428065,0.139151055,0.318220006,0.750318058,0.917666268
ENSG00000091986,176695.6928,0.103669298,0.325838861,0.318161245,0.750362628,0.917666268
ENSG00000196323,2233.002945,0.047436787,0.149129322,0.318091614,0.750415444,0.917666268
ENSG00000198646,1180.367537,0.03418381,0.107411914,0.318249709,0.750295529,0.917666268
ENSG00000119328,289.3648123,-0.060340722,0.189747006,-0.318006188,0.750480243,0.917672358
ENSG00000127311,117.3358012,-0.076594427,0.241339309,-0.317372365,0.750961073,0.918176266
ENSG00000234284,64.80613231,-0.075077686,0.236610338,-0.317305182,0.751012045,0.918176266
ENSG00000152784,873.6143565,-0.103220339,0.325402596,-0.317208098,0.751085706,0.918193148
ENSG00000138764,1394.932682,-0.057517088,0.181435749,-0.317010779,0.751235424,0.918229833
ENSG00000237296,157.122798,0.080173527,0.252873703,0.317049684,0.751205903,0.918229833
ENSG00000112541,19.26935545,0.223945135,0.707410454,0.316570293,0.75156968,0.91849203
ENSG00000134809,174.9565544,0.082622059,0.260928046,0.316646907,0.75151154,0.91849203
ENSG00000130699,115.8040758,0.107686413,0.340988796,0.31580631,0.752149528,0.918615231
ENSG00000131471,314.8796303,0.233282078,0.738224347,0.316004314,0.751999234,0.918615231
ENSG00000147065,10413.87836,0.040696139,0.128842979,0.315858415,0.752109977,0.918615231
ENSG00000148737,751.2672033,0.044939843,0.142147123,0.316150213,0.751888495,0.918615231
ENSG00000156030,834.4140869,-0.058752828,0.185973742,-0.315920021,0.752063215,0.918615231
ENSG00000172201,55.78496162,0.093159546,0.294983286,0.315812963,0.752144478,0.918615231
ENSG00000185634,115.6342678,-0.079648507,0.252004329,-0.316060075,0.75195691,0.918615231
ENSG00000188026,469.3615552,-0.042110584,0.133253097,-0.316019554,0.751987666,0.918615231
ENSG00000023445,59.34647133,0.106609969,0.337979357,0.315433373,0.752432631,0.918814694
ENSG00000177873,119.2058822,0.063074798,0.199944991,0.315460756,0.752411843,0.918814694
ENSG00000234975,9.988329391,0.203898768,0.646805131,0.315239873,0.752579533,0.918920934
ENSG00000161912,40.48483178,-0.132646009,0.420931034,-0.315125277,0.752666537,0.918954027
ENSG00000198034,15205.01748,-0.056289519,0.178682597,-0.315025191,0.752742527,0.918973668
ENSG00000188897,20.33530465,0.130388739,0.414172323,0.314817605,0.752900144,0.91909295
ENSG00000081818,18.93269149,0.206080236,0.654864253,0.314691534,0.752995873,0.919136671
ENSG00000162433,1679.556146,0.088338988,0.280996533,0.314377502,0.753234341,0.919354605
ENSG00000133275,1049.395306,0.05173248,0.164699589,0.314102061,0.753443524,0.919536762
ENSG00000142494,33.83391668,-0.174363252,0.555469225,-0.313902631,0.753594992,0.919596804
ENSG00000184508,120.9906425,-0.067124228,0.213961132,-0.313721598,0.753732496,0.919596804
ENSG00000197766,248.3376144,0.24473519,0.780037879,0.313747828,0.753712572,0.919596804
ENSG00000274619,248.3376144,0.24473519,0.780037879,0.313747828,0.753712572,0.919596804
ENSG00000101132,388.9976747,-0.055626036,0.177492461,-0.313399427,0.75397722,0.919822229
ENSG00000175518,10.54133251,0.157480473,0.503001278,0.313081656,0.754218625,0.92004357
ENSG00000103056,46.74531149,0.120855959,0.386233409,0.312909127,0.754349703,0.920124985
ENSG00000261905,43.77935441,0.110849043,0.354336044,0.312835921,0.754405323,0.920124985
ENSG00000106144,392.7790678,-0.068830478,0.220222156,-0.312550197,0.754622421,0.92026934
ENSG00000139350,468.1900353,-0.038731652,0.123932463,-0.312522253,0.754643654,0.92026934
ENSG00000105556,317.7710264,-0.066536448,0.213065343,-0.312281891,0.754826301,0.920333864
ENSG00000178585,264.9387711,-0.064085795,0.205274679,-0.312195326,0.754892084,0.920333864
ENSG00000186638,24.82112611,-0.113346937,0.363096994,-0.312167103,0.754913532,0.920333864
ENSG00000225073,411.4297506,0.151042565,0.483898559,0.312136836,0.754936533,0.920333864
ENSG00000135506,8036.844802,-0.035880248,0.115118718,-0.311680395,0.755283429,0.920485942
ENSG00000152520,643.017891,-0.028027191,0.089901471,-0.311754535,0.755227079,0.920485942
ENSG00000175567,44.43049733,-0.135482997,0.434718427,-0.311656899,0.755301287,0.920485942
ENSG00000263247,9.280337207,0.214881544,0.688989761,0.311879154,0.755132366,0.920485942
ENSG00000184857,105.544203,0.07050571,0.226369191,0.311463364,0.75544839,0.920518964
ENSG00000242498,814.928582,0.039551248,0.126969667,0.311501545,0.755419369,0.920518964
ENSG00000135245,210.0832638,0.103796782,0.333431353,0.311298807,0.755573474,0.920540622
ENSG00000240184,6827.936097,0.058788435,0.188859028,0.311282099,0.755586175,0.920540622
ENSG00000024526,20.9285031,-0.172823795,0.556940691,-0.310309155,0.75632587,0.920581199
ENSG00000060982,2569.575787,-0.075199186,0.242586723,-0.309988877,0.756569415,0.920581199
ENSG00000089486,476.2203594,0.056891316,0.183786832,0.309550559,0.756902759,0.920581199
ENSG00000119684,361.9419078,-0.062151082,0.200770524,-0.30956278,0.756893464,0.920581199
ENSG00000125434,98.12092707,-0.069946842,0.225912829,-0.309618726,0.756850914,0.920581199
ENSG00000134548,18.37777194,-0.136006252,0.438159585,-0.310403462,0.756254161,0.920581199
ENSG00000153310,219.1093117,0.042773897,0.138231925,0.309435736,0.75699009,0.920581199
ENSG00000164124,151.9416129,0.104225321,0.336160501,0.310046305,0.756525744,0.920581199
ENSG00000170421,60.31559273,0.176041368,0.568974574,0.309401116,0.757016422,0.920581199
ENSG00000172006,107.2421558,0.064955397,0.209834561,0.309555284,0.756899166,0.920581199
ENSG00000184378,80.98516684,0.087072953,0.280061413,0.310906642,0.755871595,0.920581199
ENSG00000186281,87.52371907,0.220160613,0.707710077,0.311088707,0.755733186,0.920581199
ENSG00000186866,1703.60825,-0.041324469,0.133549385,-0.30943212,0.75699284,0.920581199
ENSG00000203624,84.15041584,-0.061532193,0.198746593,-0.309601245,0.756864209,0.920581199
ENSG00000215548,23.50883638,-0.173724349,0.561549226,-0.309366197,0.757042981,0.920581199
ENSG00000223775,84.15041584,-0.061532193,0.198746593,-0.309601245,0.756864209,0.920581199
ENSG00000226111,84.15041584,-0.061532193,0.198746593,-0.309601245,0.756864209,0.920581199
ENSG00000227420,84.15041584,-0.061532193,0.198746593,-0.309601245,0.756864209,0.920581199
ENSG00000229861,84.15041584,-0.061532193,0.198746593,-0.309601245,0.756864209,0.920581199
